0 1 0.0
1 1 0.05
2 1 0.0
3 1 0.0
4 1 0.0
5 1 0.0
6 1 0.0
7 1 0.0
8 1 0.0
9 1 0.0
10 1 0.0
11 1 0.0
12 1 0.0
13 1 0.0
14 1 0.0
15 1 0.0
16 1 0.0
17 1 0.0
18 1 0.0
19 1 0.0
20 1 0.0
21 1 0.0
22 1 0.0
23 1 0.0
24 1 0.0
25 1 0.0
26 1 0.0
27 1 0.0
28 1 0.0
29 1 0.0
30 1 0.0
31 1 0.0
32 1 0.0
33 1 0.0
34 1 0.0
35 1 0.0
36 1 0.0
37 1 0.0
38 1 0.0
39 1 0.0
40 1 0.0
41 1 0.0
42 1 0.0
43 1 0.0
44 1 0.0
45 1 0.0
46 1 0.0
47 1 0.0
48 1 0.0
49 1 0.0
50 1 100.0
51 1 100.0
52 1 100.0
53 1 100.0
54 1 100.0
55 1 100.0
56 1 100.0
57 1 100.0
58 1 100.0
59 1 100.0
60 1 100.0
61 1 100.0
62 1 100.0
63 1 100.0
64 1 100.0
0 2 0.0
1 2 0.0
2 2 0.0
3 2 0.0
4 2 0.0
5 2 0.0
6 2 0.0
7 2 0.0
8 2 0.0
9 2 0.0
10 2 0.0
11 2 0.0
12 2 0.0
13 2 0.0
14 2 0.0
15 2 0.0
16 2 0.0
17 2 0.0
18 2 0.0
19 2 0.0
20 2 0.0
21 2 0.0
22 2 0.0
23 2 0.0
24 2 0.0
25 2 0.0
26 2 0.0
27 2 0.0
28 2 0.0
29 2 0.0
30 2 0.0
31 2 0.0
32 2 0.0
33 2 0.0
34 2 0.0
35 2 0.0
36 2 0.0
37 2 0.0
38 2 0.0
39 2 0.0
40 2 0.0
41 2 0.0
42 2 0.0
43 2 0.0
44 2 24.5
45 2 25.5
46 2 24.5
47 2 25.5
48 2 0.0
49 2 24.5
50 2 50.0
51 2 25.5
52 2 100.0
53 2 75.5
54 2 49.0
55 2 75.5
56 2 100.0
57 2 74.5
58 2 100.0
59 2 100.0
60 2 100.0
61 2 100.0
62 2 100.0
63 2 100.0
64 2 100.0
0 3 0.0
1 3 0.016666666666666666
2 3 0.0
3 3 0.0
4 3 0.0
5 3 0.0
6 3 0.0
7 3 0.0
8 3 0.0
9 3 0.0
10 3 0.0
11 3 0.0
12 3 0.0
13 3 0.0
14 3 0.0
15 3 0.0
16 3 0.0
17 3 0.0
18 3 0.0
19 3 0.0
20 3 0.0
21 3 0.0
22 3 0.0
23 3 0.0
24 3 0.0
25 3 0.0
26 3 0.0
27 3 0.0
28 3 0.0
29 3 0.0
30 3 0.0
31 3 0.0
32 3 0.0
33 3 0.0
34 3 0.0
35 3 0.0
36 3 0.0
37 3 0.0
38 3 8.666666666666666
39 3 8.666666666666666
40 3 0.0
41 3 7.666666666666667
42 3 7.666666666666667
43 3 24.666666666666668
44 3 32.333333333333336
45 3 0.0
46 3 24.666666666666668
47 3 43.0
48 3 41.333333333333336
49 3 41.333333333333336
50 3 51.333333333333336
51 3 66.0
52 3 49.666666666666664
53 3 49.0
54 3 57.666666666666664
55 3 66.66666666666667
56 3 92.33333333333333
57 3 75.0
58 3 100.0
59 3 82.66666666666667
60 3 100.0
61 3 100.0
62 3 100.0
63 3 100.0
64 3 100.0
0 4 0.0
1 4 0.025
2 4 0.0
3 4 0.0
4 4 0.0
5 4 0.0
6 4 0.0
7 4 0.0
8 4 0.0
9 4 0.0
10 4 0.0
11 4 0.0
12 4 0.0
13 4 0.0
14 4 0.0
15 4 0.0
16 4 0.0
17 4 0.0
18 4 0.0
19 4 0.0
20 4 0.0
21 4 0.0
22 4 0.0
23 4 0.0
24 4 0.0
25 4 0.0
26 4 0.0
27 4 0.0
28 4 0.0
29 4 0.0
30 4 0.0
31 4 0.0
32 4 6.25
33 4 0.0
34 4 0.0
35 4 0.0
36 4 0.0
37 4 6.5
38 4 5.0
39 4 29.5
40 4 28.0
41 4 31.25
42 4 12.0
43 4 25.5
44 4 41.75
45 4 34.5
46 4 35.75
47 4 49.75
48 4 52.75
49 4 52.5
50 4 36.75
51 4 51.0
52 4 51.0
53 4 50.0
54 4 63.5
55 4 77.0
56 4 80.0
57 4 67.25
58 4 88.75
59 4 79.5
60 4 100.0
61 4 79.75
62 4 81.0
63 4 93.5
64 4 100.0
0 5 0.0
1 5 0.0
2 5 0.0
3 5 0.0
4 5 0.0
5 5 0.0
6 5 0.0
7 5 0.0
8 5 0.0
9 5 0.0
10 5 0.0
11 5 0.0
12 5 0.0
13 5 0.0
14 5 0.0
15 5 0.0
16 5 0.0
17 5 0.0
18 5 0.0
19 5 0.0
20 5 0.0
21 5 0.0
22 5 0.0
23 5 0.0
24 5 0.0
25 5 0.0
26 5 0.0
27 5 0.0
28 5 2.2
29 5 0.0
30 5 0.0
31 5 0.0
32 5 4.4
33 5 6.6
34 5 4.0
35 5 0.0
36 5 11.0
37 5 4.0
38 5 19.4
39 5 0.0
40 5 9.8
41 5 18.6
42 5 39.6
43 5 11.4
44 5 41.2
45 5 36.0
46 5 45.0
47 5 33.4
48 5 57.0
49 5 44.0
50 5 51.8
51 5 54.6
52 5 46.2
53 5 59.0
54 5 62.8
55 5 72.0
56 5 61.2
57 5 69.8
58 5 66.6
59 5 77.8
60 5 81.6
61 5 94.8
62 5 89.2
63 5 87.4
64 5 95.2
0 6 0.0
1 6 0.02
2 6 0.0
3 6 0.0
4 6 0.0
5 6 0.0
6 6 0.0
7 6 0.0
8 6 0.0
9 6 0.0
10 6 0.0
11 6 0.0
12 6 0.0
13 6 0.0
14 6 0.0
15 6 0.0
16 6 0.0
17 6 0.0
18 6 0.0
19 6 0.0
20 6 0.0
21 6 0.0
22 6 0.0
23 6 0.0
24 6 0.0
25 6 0.0
26 6 0.0
27 6 0.0
28 6 0.0
29 6 6.6
30 6 3.6
31 6 5.8
32 6 4.8
33 6 0.0
34 6 0.0
35 6 0.0
36 6 14.6
37 6 15.0
38 6 5.0
39 6 17.2
40 6 6.2
41 6 25.4
42 6 33.8
43 6 45.6
44 6 34.8
45 6 37.0
